Make,Model,Broad.phase.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Cessna,A185,,0.0,0.0,0.0,4.0,2017
Beech,A36,,3.0,0.0,0.0,0.0,2017
Hughes,369A,,0.0,1.0,1.0,1.0,2017
Cessna,U206G,,0.0,0.0,0.0,4.0,2017
AVIAT AIRCRAFT INC,A 1B,,0.0,0.0,0.0,1.0,2017
Cessna,340,,0.0,0.0,0.0,2.0,2017
Beech,95 B55,,0.0,0.0,0.0,4.0,2017
Bell,206L 3,,1.0,0.0,0.0,0.0,2017
Cessna,T210N,,0.0,0.0,0.0,1.0,2017
Cessna,P210N,,0.0,1.0,0.0,0.0,2018
Beech,35,,0.0,0.0,0.0,1.0,2018
Cessna,441,,3.0,0.0,0.0,0.0,2018
Robinson Helicopter,R44,,0.0,1.0,0.0,0.0,2018
Bereznak,Lancair Legacy,,0.0,1.0,0.0,1.0,2018
LEARJET INC,31,,0.0,0.0,0.0,9.0,2018
Gulfstream Aerospace,G V,,0.0,2.0,1.0,5.0,2018
ULTRAMAGIC SA,N 300,,0.0,0.0,0.0,13.0,2018
GULFSTREAM AM CORP COMM DIV,695A,,0.0,0.0,0.0,2.0,2018
Hughes,369,,0.0,0.0,0.0,2.0,2018
Robinson Helicopter,R44 II,,0.0,0.0,0.0,4.0,2018
AGUSTA BELL,AB206B,,2.0,0.0,1.0,0.0,2018
Beech,58,,0.0,0.0,0.0,3.0,2018
Beech,58,,0.0,0.0,0.0,1.0,2018
Bell Helicopter,206,,1.0,3.0,0.0,0.0,2018
Hughes,369A,,0.0,0.0,4.0,0.0,2018
Beech,D17S,,1.0,0.0,0.0,0.0,2018
North American,SNJ 2,,1.0,0.0,0.0,0.0,2018
LET,L 23 SUPER BLANIK,,2.0,0.0,0.0,0.0,2018
Robinson,R22,,0.0,0.0,0.0,1.0,2018
Robinson Helicopter,R22 BETA,,0.0,2.0,0.0,0.0,2018
Cessna,172S,,0.0,1.0,0.0,2.0,2018
Curtiss-wright,C46,,0.0,2.0,0.0,0.0,2018
Douglas,DC3,,0.0,1.0,6.0,6.0,2018
Cessna,750,,0.0,0.0,0.0,8.0,2018
Beech,B300,,0.0,0.0,0.0,6.0,2018
Cameron,A 250,,1.0,0.0,1.0,9.0,2018
Cessna,414,,5.0,0.0,0.0,0.0,2018
Lindstrand,105A,,0.0,0.0,0.0,3.0,2018
Piper,PA18,,0.0,0.0,0.0,2.0,2018
Piper,PA46,,0.0,0.0,0.0,4.0,2018
Cessna,680,,0.0,0.0,0.0,3.0,2018
Cessna,T310,,0.0,0.0,0.0,1.0,2018
Cessna,340A,,1.0,0.0,0.0,0.0,2018
De Havilland,DHC 2,,0.0,1.0,0.0,6.0,2018
Beech,200,,1.0,0.0,0.0,0.0,2018
Beech,55,,0.0,0.0,0.0,4.0,2018
Cessna,525,,3.0,0.0,0.0,0.0,2018
Cessna,550,,0.0,9.0,0.0,2.0,2018
Canadair,CL 600 2A12,,0.0,0.0,0.0,9.0,2019
Beech,200,,3.0,0.0,0.0,0.0,2019
Beech,400,,0.0,0.0,0.0,3.0,2019
Cirrus,SR22,,0.0,0.0,0.0,1.0,2019
Beech,D55,,3.0,0.0,0.0,0.0,2019
Beech,A100,,0.0,0.0,0.0,4.0,2019
Cessna,421,,1.0,0.0,0.0,0.0,2019
Cameron,A-400,,0.0,2.0,1.0,17.0,2019
Beech,58,,6.0,0.0,0.0,0.0,2019
Mooney,M20J,,1.0,0.0,0.0,0.0,2019
Aero Commander,695,,0.0,0.0,0.0,2.0,2019
Beech,V35,,2.0,0.0,0.0,0.0,2019
Sikorsky,S76,,0.0,0.0,0.0,6.0,2019
Lancair,LC41,,0.0,0.0,0.0,1.0,2019
Cameron,A-275,,0.0,0.0,0.0,17.0,2019
Cessna,560,,0.0,1.0,1.0,2.0,2019
Cessna,402,,0.0,0.0,0.0,3.0,2019
Piper,PA46,,0.0,0.0,0.0,7.0,2019
ICON,A5,,0.0,0.0,1.0,1.0,2019
Cessna,P210,,0.0,0.0,0.0,2.0,2019
Douglas,DC3C,,0.0,0.0,0.0,2.0,2019
Cameron,A 210,,0.0,0.0,1.0,8.0,2019
Cessna,182,,2.0,0.0,0.0,0.0,2019
Raytheon,390,,0.0,0.0,0.0,5.0,2019
Canadair,CL600 2B16,,0.0,2.0,1.0,7.0,2019
Head,AX9-118,,0.0,0.0,1.0,0.0,2019
TEXTRON AVIATION INC,680A,,0.0,3.0,0.0,2.0,2019
Robinson,R44,,0.0,2.0,1.0,0.0,2019
Lindstrand,105A,,0.0,0.0,1.0,4.0,2019
Bell,206,,0.0,0.0,0.0,2.0,2019
Air Tractor,AT502,,0.0,1.0,0.0,0.0,2019
Jackson,Velocity,,0.0,0.0,0.0,1.0,2019
Socata,TBM 700,,5.0,0.0,1.0,0.0,2019
Piper,AEROSTAR 602P,,1.0,0.0,0.0,0.0,2019
ULTRAMAGIC SA,N 250,,0.0,0.0,0.0,13.0,2019
Robinson,R22 Beta,,2.0,0.0,1.0,1.0,2019
Beech,200,,0.0,0.0,1.0,1.0,2019
Piper,PA60,,0.0,0.0,0.0,1.0,2019
Raytheon,A36,,1.0,0.0,0.0,0.0,2019
Lindstrand,180A,,0.0,0.0,1.0,5.0,2019
Cessna,182,,3.0,0.0,0.0,0.0,2020
PIAGGIO,P180,,0.0,0.0,0.0,4.0,2020
Robinson,R44,,0.0,0.0,0.0,1.0,2020
Aerospatiale,SA341,,0.0,0.0,0.0,1.0,2020
Pilatus,PC12,,0.0,0.0,1.0,0.0,2020
Piper,PA32RT,,2.0,0.0,0.0,0.0,2020
Great Lakes,2T 1A,,0.0,0.0,0.0,1.0,2020
De Havilland,DHC-2,,8.0,0.0,0.0,0.0,2020
Robinson,R22,,0.0,0.0,0.0,1.0,2020
Rockwell,112,,0.0,0.0,0.0,1.0,2020
Piper,PA28,,1.0,0.0,2.0,0.0,2020
AMERICAN EUROCOPTER,AS350,,2.0,0.0,0.0,0.0,2020
Cessna,337,,1.0,0.0,2.0,0.0,2020
Head,AX8 88,,0.0,1.0,1.0,1.0,2020
Cameron,A 315,,0.0,8.0,1.0,10.0,2020
Lindstrand,310A,,0.0,13.0,2.0,1.0,2020
Northrop,F5,,0.0,0.0,0.0,1.0,2020
Rockwell,500,,2.0,0.0,0.0,0.0,2020
Cessna,A185,,0.0,0.0,0.0,3.0,2020
Piper,PA31,,0.0,0.0,0.0,8.0,2020
Sikorsky,S92,,0.0,0.0,0.0,5.0,2020
Robinson,R44,,0.0,2.0,0.0,1.0,2020
Cirrus,SR22,,0.0,0.0,0.0,3.0,2020
Aerospatiale,AS355,,0.0,0.0,0.0,1.0,2020
Aero Commander,500,,0.0,0.0,0.0,2.0,2020
Cessna,551,,0.0,1.0,0.0,2.0,2020
Boeing,737,,0.0,0.0,0.0,2.0,2020
Robinson,R44,,2.0,0.0,0.0,0.0,2020
AIRBUS,A330,,0.0,0.0,0.0,0.0,2020
Cessna,185,,2.0,0.0,0.0,0.0,2021
Beech,B100,,0.0,0.0,0.0,3.0,2021
Cessna,208B,,0.0,0.0,0.0,5.0,2021
Beech,A36,,0.0,0.0,0.0,2.0,2021
Cessna,208B,,0.0,0.0,0.0,5.0,2021
Piper,PA-32R-300,,0.0,0.0,0.0,3.0,2021
Vans Aircraft,RV-7,,0.0,0.0,0.0,1.0,2021
Beech,C-99,,0.0,0.0,0.0,9.0,2021
Beech,1900,,0.0,0.0,0.0,1.0,2021
Cessna,560XL,,0.0,0.0,0.0,5.0,2021
Air Tractor,502B,,1.0,0.0,0.0,0.0,2021
Beech,U-8F,,0.0,1.0,0.0,0.0,2021
Cessna,310R,,0.0,0.0,0.0,2.0,2021
Cameron Balloons,O-120,,5.0,0.0,0.0,0.0,2021
Cessna,A185F,,0.0,0.0,0.0,3.0,2021
Cessna,P210,,0.0,1.0,0.0,1.0,2021
Cessna,182T,,0.0,0.0,0.0,1.0,2021
Enstrom,280FX,,0.0,0.0,1.0,0.0,2021
Cessna,425,,0.0,0.0,3.0,0.0,2021
De Havilland,DHC-3,,0.0,0.0,0.0,3.0,2021
Cirrus Design Corp.,SF50,,0.0,0.0,0.0,4.0,2021
Raytheon Aircraft Company,390,,0.0,0.0,0.0,4.0,2021
Piper,PA-32R-301,,0.0,0.0,0.0,1.0,2021
Piper,PA-32-300,,0.0,1.0,2.0,0.0,2021
Piper,PA-18-150,,0.0,0.0,0.0,2.0,2021
Bell,407,,0.0,0.0,0.0,3.0,2021
Cessna,180E,,0.0,0.0,0.0,3.0,2021
Cessna,210N,,0.0,0.0,0.0,1.0,2021
Robinson Helicopter,R44 II,,0.0,0.0,0.0,3.0,2021
Britten-norman,BN-2A,,4.0,0.0,1.0,0.0,2021
Beech,E-90,,2.0,0.0,0.0,0.0,2021
Cessna,207A,,0.0,0.0,0.0,6.0,2021
LEONARDO SPA,AW169,,0.0,0.0,0.0,1.0,2021
FOUND ACFT CANADA INC,FBA-2C1,,0.0,0.0,0.0,0.0,2021
Cessna,208,,0.0,1.0,0.0,0.0,2021
MCDONNELL DOUGLAS HELICOPTER,369E,,0.0,0.0,0.0,2.0,2021
Cameron Balloons,A-315,,0.0,0.0,1.0,15.0,2021
BOMBARDIER INC,CL-600-2B16,,0.0,0.0,0.0,2.0,2022
Bell,206,,0.0,0.0,1.0,3.0,2022
EMBRAER EXECUTIVE AIRCRAFT INC,EMB-500,,0.0,0.0,0.0,1.0,2022
Raytheon Aircraft Company,HAWKER 800XP,,0.0,0.0,0.0,6.0,2022
De Havilland,DHC-3,,0.0,0.0,0.0,8.0,2022
Cessna,U206F,,0.0,1.0,4.0,0.0,2022
Beech,200,,0.0,0.0,0.0,5.0,2022
Cessna,208B,,0.0,0.0,0.0,2.0,2022
Cessna,208B,,0.0,0.0,0.0,2.0,2022
Beech,B200,,0.0,0.0,1.0,5.0,2022
Mooney,M20M,,0.0,1.0,0.0,0.0,2022
Piper,PA-22-150,,0.0,0.0,0.0,2.0,2022
Cessna,207A,,0.0,0.0,0.0,1.0,2022
Beech,B-99,,0.0,0.0,0.0,1.0,2022
AIRBUS HELICOPTERS,AS 350B3,,0.0,0.0,4.0,0.0,2022
Cessna,182C,,0.0,0.0,1.0,0.0,2022
Cessna,172M,,0.0,0.0,0.0,2.0,2022
Cameron Balloons,Z-90,,0.0,0.0,3.0,0.0,2022
Pilatus,PC12,,0.0,0.0,0.0,11.0,2022
BOMBARDIER INC,BD100 1A10,,0.0,0.0,0.0,11.0,2022
De Havilland,BEAVER U-6A,,0.0,0.0,0.0,7.0,2022
PIPER AIRCRAFT CORPORATION,PA-60-601P,,0.0,0.0,0.0,1.0,2022
Cessna,210,,0.0,0.0,0.0,4.0,2022
De Havilland,BEAVER DHC-2 MK.1,,0.0,0.0,0.0,4.0,2022
Piper,PA-18-150,,0.0,0.0,0.0,2.0,2022
Raytheon Aircraft Company,400A,,0.0,0.0,0.0,2.0,2022
EADS SOCATA,TBM 700,,0.0,0.0,0.0,3.0,2022
Boeing,A75N1,,0.0,2.0,0.0,2.0,2022
Boeing,A75N1,,0.0,2.0,0.0,2.0,2022
Robinson Helicopter,R44,,0.0,3.0,0.0,1.0,2022
Cessna,750,,0.0,0.0,0.0,2.0,2022
Cirrus Design Corp.,SF50,,0.0,0.0,0.0,3.0,2022
Cessna,207,,0.0,0.0,0.0,5.0,2022
Cessna,525B,,0.0,0.0,0.0,10.0,2022
Cessna,180,,0.0,0.0,0.0,1.0,2022
Cessna,550,,0.0,0.0,0.0,2.0,2022
EMBRAER S A,EMB-545,,0.0,0.0,0.0,4.0,2022
Beech,A36,,2.0,0.0,0.0,0.0,2022
Cessna,170A,,0.0,0.0,0.0,1.0,2022
Bell,206,,0.0,2.0,0.0,1.0,2022
Beech,B-60,,0.0,2.0,0.0,0.0,2022
Piper,PA46-500TP,,2.0,0.0,0.0,0.0,2022
Fairchild,SA227-AT,,0.0,2.0,0.0,1.0,2022
Cessna,207,,0.0,0.0,0.0,7.0,2022
LEARJET INC,45,,0.0,2.0,0.0,6.0,2022
AIRBUS HELICOPTERS,EC 130 T2,,0.0,1.0,0.0,0.0,2022
